Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_M_allocate(unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl(std::allocator<unsigned long> const&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::~_Bvector_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_M_deallocate()
  0.00      0.00     0.00        1     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_M_reset()
  0.00      0.00     0.00        1     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::~_Bvector_base()
  0.00      0.00     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::select_on_container_copy_construction(std::allocator<std::vector<int, std::allocator<int> > > const&)
  0.00      0.00     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<unsigned long> >::deallocate(std::allocator<unsigned long>&, unsigned long*, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<unsigned long> >::allocate(std::allocator<unsigned long>&, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::vector<int, std::allocator<int> >* std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >(unsigned long, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >)
  0.00      0.00     0.00        1     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&)
  0.00      0.00     0.00        1     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator=(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&)
  0.00      0.00     0.00        1     0.00     0.00  std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::vector<bool, std::allocator<bool> >::_M_initialize_value(bool)
  0.00      0.00     0.00        1     0.00     0.00  std::vector<bool, std::allocator<bool> >::end()
  0.00      0.00     0.00        1     0.00     0.00  std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&)
  0.00      0.00     0.00        1     0.00     0.00  std::vector<bool, std::allocator<bool> >::~vector()
  0.00      0.00     0.00        1     0.00     0.00  int* std::vector<int, std::allocator<int> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(unsigned long, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  0.00      0.00     0.00        1     0.00     0.00  std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&)
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::_List_base()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >::list()
  0.00      0.00     0.00        1     0.00     0.00  std::__detail::_List_node_header::_M_init()
  0.00      0.00     0.00        1     0.00     0.00  std::__detail::_List_node_header::_List_node_header()
  0.00      0.00     0.00        1     0.00     0.00  std::__fill_bvector(unsigned long*, unsigned int, unsigned int, bool)
  0.00      0.00     0.00        1     0.00     0.00  void std::fill<std::_Bit_iterator, bool>(std::_Bit_iterator, std::_Bit_iterator, bool const&)
  0.00      0.00     0.00        1     0.00     0.00  void std::__fill_a<std::_Bit_iterator, bool>(std::_Bit_iterator, std::_Bit_iterator, bool const&)
  0.00      0.00     0.00        1     0.00     0.00  std::__fill_a1(std::_Bit_iterator, std::_Bit_iterator, bool const&)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) no time propagated

index % time    self  children    called     name
                0.00    0.00       4/156         bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [228]
                0.00    0.00      38/156         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [91]
                0.00    0.00      38/156         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [89]
                0.00    0.00      76/156         bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [39]
[9]      0.0    0.00    0.00     156         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [9]
-----------------------------------------------
                0.00    0.00       5/136         int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [208]
                0.00    0.00      17/136         int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [99]
                0.00    0.00     114/136         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [46]
[10]     0.0    0.00    0.00     136         int* std::__niter_base<int*>(int*) [10]
-----------------------------------------------
                0.00    0.00       1/126         std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [294]
                0.00    0.00       6/126         Graph::findSCCs(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [250]
                0.00    0.00      16/126         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [111]
                0.00    0.00      27/126         main [7]
                0.00    0.00      76/126         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [90]
[11]     0.0    0.00    0.00     126         std::vector<int, std::allocator<int> >::size() const [11]
-----------------------------------------------
                0.00    0.00       1/111         std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [294]
                0.00    0.00       1/111         int* std::vector<int, std::allocator<int> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(unsigned long, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [293]
                0.00    0.00      10/111         void std::vector<int, std::allocator<int> >::_M_range_initialize<int const*>(int const*, int const*, std::forward_iterator_tag) [194]
                0.00    0.00      16/111         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [111]
                0.00    0.00      38/111         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [91]
                0.00    0.00      45/111         std::vector<int, std::allocator<int> >::~vector() [30]
[12]     0.0    0.00    0.00     111         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [12]
-----------------------------------------------
                0.00    0.00      41/84          __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [35]
                0.00    0.00      43/84          __gnu_cxx::new_allocator<int>::max_size() const [31]
[13]     0.0    0.00    0.00      84         __gnu_cxx::new_allocator<int>::_M_max_size() const [13]
-----------------------------------------------
                0.00    0.00       5/79          void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [204]
                0.00    0.00       5/79          std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [201]
                0.00    0.00       5/79          void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [186]
                0.00    0.00       5/79          void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [168]
                0.00    0.00      19/79          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [91]
                0.00    0.00      20/79          void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [86]
                0.00    0.00      20/79          void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [82]
[14]     0.0    0.00    0.00      79         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [14]
-----------------------------------------------
                0.00    0.00      71/71          std::allocator<int>::~allocator() [16]
[15]     0.0    0.00    0.00      71         __gnu_cxx::new_allocator<int>::~new_allocator() [15]
-----------------------------------------------
                0.00    0.00       5/71          main [7]
                0.00    0.00       5/71          std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [193]
                0.00    0.00      16/71          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [111]
                0.00    0.00      45/71          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [28]
[16]     0.0    0.00    0.00      71         std::allocator<int>::~allocator() [16]
                0.00    0.00      71/71          __gnu_cxx::new_allocator<int>::~new_allocator() [15]
-----------------------------------------------
                0.00    0.00       7/70          void std::__relocate_object_a<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [151]
                0.00    0.00      10/70          std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*) [236]
                0.00    0.00      12/70          std::vector<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long) [237]
                0.00    0.00      14/70          std::vector<int, std::allocator<int> >* std::__relocate_a_1<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [136]
                0.00    0.00      27/70          void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [159]
[17]     0.0    0.00    0.00      70         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [17]
-----------------------------------------------
                0.00    0.00      34/68          std::vector<int, std::allocator<int> >::begin() [52]
                0.00    0.00      34/68          std::vector<int, std::allocator<int> >::end() [51]
[18]     0.0    0.00    0.00      68         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [18]
-----------------------------------------------
                0.00    0.00       1/65          std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [294]
                0.00    0.00      19/65          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [91]
                0.00    0.00      45/65          std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [29]
[19]     0.0    0.00    0.00      65         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [19]
                0.00    0.00      41/41          std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [37]
-----------------------------------------------
                0.00    0.00      16/59          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [110]
                0.00    0.00      43/59          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [33]
[20]     0.0    0.00    0.00      59         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [20]
-----------------------------------------------
                0.00    0.00       5/59          void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [169]
                0.00    0.00       5/59          void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [168]
                0.00    0.00       7/59          void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [144]
                0.00    0.00      10/59          void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [132]
                0.00    0.00      12/59          void std::_Construct<std::vector<int, std::allocator<int> >>(std::vector<int, std::allocator<int> >*) [121]
                0.00    0.00      20/59          void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [82]
[21]     0.0    0.00    0.00      59         operator new(unsigned long, void*) [21]
-----------------------------------------------
                0.00    0.00      16/54          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [111]
                0.00    0.00      38/54          std::vector<int, std::allocator<int> >::max_size() const [40]
[22]     0.0    0.00    0.00      54         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [22]
-----------------------------------------------
                0.00    0.00      49/49          std::allocator<int>::allocator(std::allocator<int> const&) [24]
[23]     0.0    0.00    0.00      49         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [23]
-----------------------------------------------
                0.00    0.00       5/49          std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [193]
                0.00    0.00       7/49          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&&) [145]
                0.00    0.00      16/49          std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [109]
                0.00    0.00      21/49          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [81]
[24]     0.0    0.00    0.00      49         std::allocator<int>::allocator(std::allocator<int> const&) [24]
                0.00    0.00      49/49          __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [23]
-----------------------------------------------
                0.00    0.00      46/46          void std::_Destroy<int*>(int*, int*) [26]
[25]     0.0    0.00    0.00      46         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [25]
-----------------------------------------------
                0.00    0.00      46/46          void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [27]
[26]     0.0    0.00    0.00      46         void std::_Destroy<int*>(int*, int*) [26]
                0.00    0.00      46/46          void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [25]
-----------------------------------------------
                0.00    0.00       1/46          std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [294]
                0.00    0.00      45/46          std::vector<int, std::allocator<int> >::~vector() [30]
[27]     0.0    0.00    0.00      46         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [27]
                0.00    0.00      46/46          void std::_Destroy<int*>(int*, int*) [26]
-----------------------------------------------
                0.00    0.00      45/45          std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [29]
[28]     0.0    0.00    0.00      45         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [28]
                0.00    0.00      45/71          std::allocator<int>::~allocator() [16]
-----------------------------------------------
                0.00    0.00      45/45          std::vector<int, std::allocator<int> >::~vector() [30]
[29]     0.0    0.00    0.00      45         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [29]
                0.00    0.00      45/65          std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [19]
                0.00    0.00      45/45          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [28]
-----------------------------------------------
                0.00    0.00       1/45          Graph::~Graph() [253]
                0.00    0.00       3/45          Graph::findSCCs(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [250]
                0.00    0.00       7/45          main [7]
                0.00    0.00       7/45          void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [143]
                0.00    0.00      27/45          void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [69]
[30]     0.0    0.00    0.00      45         std::vector<int, std::allocator<int> >::~vector() [30]
                0.00    0.00      45/111         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [12]
                0.00    0.00      45/46          void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [27]
                0.00    0.00      45/45          std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [29]
-----------------------------------------------
                0.00    0.00      43/43          std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [32]
[31]     0.0    0.00    0.00      43         __gnu_cxx::new_allocator<int>::max_size() const [31]
                0.00    0.00      43/84          __gnu_cxx::new_allocator<int>::_M_max_size() const [13]
-----------------------------------------------
                0.00    0.00      43/43          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [33]
[32]     0.0    0.00    0.00      43         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [32]
                0.00    0.00      43/43          __gnu_cxx::new_allocator<int>::max_size() const [31]
-----------------------------------------------
                0.00    0.00       5/43          std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [193]
                0.00    0.00      38/43          std::vector<int, std::allocator<int> >::max_size() const [40]
[33]     0.0    0.00    0.00      43         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [33]
                0.00    0.00      43/43          std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [32]
                0.00    0.00      43/59          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [20]
-----------------------------------------------
                0.00    0.00      41/41          std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [37]
[34]     0.0    0.00    0.00      41         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [34]
-----------------------------------------------
                0.00    0.00      41/41          std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [38]
[35]     0.0    0.00    0.00      41         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [35]
                0.00    0.00      41/84          __gnu_cxx::new_allocator<int>::_M_max_size() const [13]
-----------------------------------------------
                0.00    0.00       1/41          int* std::vector<int, std::allocator<int> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(unsigned long, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [293]
                0.00    0.00       5/41          void std::vector<int, std::allocator<int> >::_M_range_initialize<int const*>(int const*, int const*, std::forward_iterator_tag) [194]
                0.00    0.00      16/41          std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [106]
                0.00    0.00      19/41          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [91]
[36]     0.0    0.00    0.00      41         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [36]
                0.00    0.00      41/41          std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [38]
-----------------------------------------------
                0.00    0.00      41/41          std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [19]
[37]     0.0    0.00    0.00      41         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [37]
                0.00    0.00      41/41          __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [34]
-----------------------------------------------
                0.00    0.00      41/41          std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [36]
[38]     0.0    0.00    0.00      41         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [38]
                0.00    0.00      41/41          __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [35]
-----------------------------------------------
                0.00    0.00       8/38          Graph::findSCCs(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [250]
                0.00    0.00      10/38          Graph::fillOrder(int, std::vector<bool, std::allocator<bool> >&, AbstractList&) [251]
                0.00    0.00      10/38          Graph::DFS(int, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [223]
                0.00    0.00      10/38          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__max_element<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [241]
[39]     0.0    0.00    0.00      38         bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [39]
                0.00    0.00      76/156         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [9]
-----------------------------------------------
                0.00    0.00      38/38          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [90]
[40]     0.0    0.00    0.00      38         std::vector<int, std::allocator<int> >::max_size() const [40]
                0.00    0.00      38/43          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [33]
                0.00    0.00      38/54          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [22]
-----------------------------------------------
                0.00    0.00      17/38          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [95]
                0.00    0.00      21/38          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [81]
[41]     0.0    0.00    0.00      38         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [41]
-----------------------------------------------
                0.00    0.00      38/38          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [91]
[42]     0.0    0.00    0.00      38         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [42]
                0.00    0.00      38/38          std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [43]
-----------------------------------------------
                0.00    0.00      38/38          std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [42]
[43]     0.0    0.00    0.00      38         std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [43]
                0.00    0.00      38/38          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [46]
-----------------------------------------------
                0.00    0.00      38/38          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [91]
[44]     0.0    0.00    0.00      38         std::vector<int, std::allocator<int> >::_S_use_relocate() [44]
                0.00    0.00      38/38          std::vector<int, std::allocator<int> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [45]
-----------------------------------------------
                0.00    0.00      38/38          std::vector<int, std::allocator<int> >::_S_use_relocate() [44]
[45]     0.0    0.00    0.00      38         std::vector<int, std::allocator<int> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [45]
-----------------------------------------------
                0.00    0.00      38/38          std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [43]
[46]     0.0    0.00    0.00      38         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [46]
                0.00    0.00     114/136         int* std::__niter_base<int*>(int*) [10]
                0.00    0.00      38/38          std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [47]
-----------------------------------------------
                0.00    0.00      38/38          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [46]
[47]     0.0    0.00    0.00      38         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [47]
-----------------------------------------------
                0.00    0.00       4/36          std::_Bit_iterator::_Bit_iterator() [220]
                0.00    0.00      32/36          std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [57]
